"x","y","PointWeight","PointType"
448.5,216,97,"Other"
452,30,97,"Other"
463,110,97,"Other"
463.5,185,97,"Other"
463.5,202,97,"Other"
464,10,97,"Other"
472,145,97,"Other"
479.5,125.5,97,"Other"
480.5,186,97,"Other"
480.5,209,97,"Other"
480.5,215,97,"Other"
481.5,160.5,97,"Other"
482.5,110,97,"Other"
483.5,166.5,97,"Other"
487,135,97,"Other"
488.5,112,97,"Other"
489.5,219,97,"Other"
495.5,109.5,97,"Other"
498,108,97,"Other"
303.5,0.5,95,"Other"
318,249.5,95,"Other"
323.5,183.5,95,"Other"
335.5,30,95,"Other"
339.5,185,95,"Other"
343.5,88,95,"Other"
348,140,95,"Other"
352.5,183,95,"Other"
354.5,141,95,"Other"
355,10.5,95,"Other"
358,153.5,95,"Other"
364,71,95,"Other"
371,53.5,95,"Other"
373,68,95,"Other"
375.5,17.5,95,"Other"
377.5,179,95,"Other"
379,176,95,"Other"
380,48.5,95,"Other"
382,203,95,"Other"
405.5,37.5,95,"Other"
410.5,201.5,95,"Other"
411,124,95,"Other"
411,140,95,"Other"
413.5,74,95,"Other"
419,7,95,"Other"
419.5,196.5,95,"Other"
425,42,95,"Other"
428.5,107,95,"Other"
454.5,44,95,"Other"
457,173.5,95,"Other"
460,106,95,"Other"
468,171,95,"Other"
471,189,95,"Other"
472,121.5,95,"Other"
477,131,95,"Other"
489,90.5,95,"Other"
496,116.5,95,"Other"
497,185.5,95,"Other"
497.5,160,95,"Other"
306.5,227.5,92,"Other"
309,107.5,92,"Other"
309.5,131,92,"Other"
314,137,92,"Other"
327,115.5,92,"Other"
327.5,151,92,"Other"
328,49.5,92,"Other"
339.5,193,92,"Other"
339.5,200,92,"Other"
341,142,92,"Other"
342.5,3,92,"Other"
349,113.5,92,"Other"
349.5,47,92,"Other"
360.5,21,92,"Other"
363,96,92,"Other"
366.5,63,92,"Other"
379.5,108.5,92,"Other"
384,108.5,92,"Other"
386.5,213,92,"Other"
390.5,192,92,"Other"
393.5,166,92,"Other"
396,57,92,"Other"
400,162,92,"Other"
403.5,186,92,"Other"
411,77.5,92,"Other"
419,109.5,92,"Other"
419.5,24.5,92,"Other"
421,39,92,"Other"
423.5,41,92,"Other"
432,139.5,92,"Other"
432,190,92,"Other"
442,50,92,"Other"
445,142,92,"Other"
449,36.5,92,"Other"
451,9,92,"Other"
452.5,222.5,92,"Other"
454,87,92,"Other"
456,220,92,"Other"
460,145,92,"Other"
461,119,92,"Other"
462,177,92,"Other"
478.5,115,92,"Other"
490.5,190,92,"Other"
491.5,140,92,"Other"
494,172.5,92,"Other"
301.5,58,90,"Other"
305,44.5,90,"Other"
307,29.5,90,"Other"
311.5,63,90,"Other"
325,145,90,"Other"
334.5,49.5,90,"Other"
348,1.5,90,"Other"
359.5,163.5,90,"Other"
360,97,90,"Other"
361,46.5,90,"Other"
362,103,90,"Other"
366.5,9,90,"Other"
366.5,75.5,90,"Other"
379,199.5,90,"Other"
380,141.5,90,"Other"
380,184,90,"Other"
386,132,90,"Other"
387.5,96,90,"Other"
390.5,99,90,"Other"
391,175.5,90,"Other"
401,141,90,"Other"
401,208,90,"Other"
402.5,166,90,"Other"
405.5,126.5,90,"Other"
419,38,90,"Other"
433,117.5,90,"Other"
438,84.5,90,"Other"
438,150,90,"Other"
443,135,90,"Other"
445,217,90,"Other"
445.5,36.5,90,"Other"
446,177,90,"Other"
452,3,90,"Other"
453.5,32,90,"Other"
456,229,90,"Other"
469.5,190.5,90,"Other"
495.5,127,90,"Other"
307,155.5,87,"Other"
308,15,87,"Other"
312,87,87,"Other"
318,73,87,"Other"
320.5,106.5,87,"Other"
321,3.5,87,"Other"
329.5,48.5,87,"Other"
330,153.5,87,"Other"
331,105,87,"Other"
332,12,87,"Other"
350.5,27,87,"Other"
355,139.5,87,"Other"
358,166.5,87,"Other"
358.5,191,87,"Other"
359,200.5,87,"Other"
364.5,207.5,87,"Other"
367,217.5,87,"Other"
373,194.5,87,"Other"
373.5,180.5,87,"Other"
374,79,87,"Other"
374.5,83,87,"Other"
376.5,110,87,"Other"
381.5,198.5,87,"Other"
388.5,122,87,"Other"
395,123,87,"Other"
395.5,108.5,87,"Other"
396.5,65.5,87,"Other"
398.5,189,87,"Other"
401,66,87,"Other"
402,137,87,"Other"
406,138.5,87,"Other"
409.5,66.5,87,"Other"
412.5,141,87,"Other"
416,169,87,"Other"
417,80.5,87,"Other"
421,117,87,"Other"
423,58,87,"Other"
428.5,149.5,87,"Other"
429.5,130.5,87,"Other"
434,99.5,87,"Other"
443.5,163.5,87,"Other"
445,134,87,"Other"
454.5,55,87,"Other"
458,107,87,"Other"
462,130.5,87,"Other"
479,118,87,"Other"
485.5,97,87,"Other"
493,122,87,"Other"
499,212.5,87,"Other"
500,165.5,87,"Other"
306,59,83,"Other"
315,85.5,83,"Other"
320,109.5,83,"Other"
322,90,83,"Other"
334.5,122.5,83,"Other"
342,6.5,83,"Other"
356,12,83,"Other"
363,1,83,"Other"
366,108.5,83,"Other"
371.5,183.5,83,"Other"
386.5,200,83,"Other"
391,86,83,"Other"
392.5,123,83,"Other"
393.5,188.5,83,"Other"
401,30.5,83,"Other"
408,46,83,"Other"
414.5,143,83,"Other"
423,77,83,"Other"
435,158.5,83,"Other"
435,216.5,83,"Other"
436.5,74,83,"Other"
440,115,83,"Other"
447,50.5,83,"Other"
450,119,83,"Other"
453.5,140,83,"Other"
455,106,83,"Other"
456,159.5,83,"Other"
466,117,83,"Other"
466.5,27,83,"Other"
480,124,83,"Other"
303.5,57,82,"Other"
304.5,61.5,82,"Other"
304.5,72,82,"Other"
313,63.5,82,"Other"
313.5,141,82,"Other"
322,79,82,"Other"
324,121,82,"Other"
330.5,133.5,82,"Other"
333,90,82,"Other"
338,46,82,"Other"
341,66,82,"Other"
342,118,82,"Other"
343,98.5,82,"Other"
349,39,82,"Other"
366,85,82,"Other"
385,16.5,82,"Other"
387,20,82,"Other"
387,183.5,82,"Other"
389.5,221,82,"Other"
393,52.5,82,"Other"
405,16,82,"Other"
406,109.5,82,"Other"
408.5,153.5,82,"Other"
411.5,178,82,"Other"
412,101,82,"Other"
413,175.5,82,"Other"
415,22,82,"Other"
415,169.5,82,"Other"
416.5,215,82,"Other"
420.5,75.5,82,"Other"
420.5,128,82,"Other"
422,191,82,"Other"
423,45,82,"Other"
423,52,82,"Other"
425,221.5,82,"Other"
428,88.5,82,"Other"
428.5,15,82,"Other"
429.5,13,82,"Other"
437,77,82,"Other"
447,45.5,82,"Other"
448,143.5,82,"Other"
459.5,15,82,"Other"
459.5,17.5,82,"Other"
466,198.5,82,"Other"
467,177.5,82,"Other"
479.5,117.5,82,"Other"
481.5,147.5,82,"Other"
488,183,82,"Other"
499,177.5,82,"Other"
311.5,71,79,"Other"
330,81.5,79,"Other"
339,112,79,"Other"
352.5,99,79,"Other"
353,205,79,"Other"
358,37,79,"Other"
363,2,79,"Other"
382,127.5,79,"Other"
388.5,134,79,"Other"
398,42.5,79,"Other"
415,31.5,79,"Other"
419,39.5,79,"Other"
425.5,43.5,79,"Other"
428,50,79,"Other"
443,56,79,"Other"
445.5,87,79,"Other"
457,85,79,"Other"
458,126.5,79,"Other"
460.5,53,79,"Other"
463,206,79,"Other"
483.5,170,79,"Other"
