interest_rate,verified_income,debt_to_income,credit_util,public_record_bankrupt,term,issue_month,inquiries_last_12m
9.93,Source Verified,11.33,0.14,0,36,18-Feb,1
30.79,Not Verified,25.3,0.76,0,60,18-Feb,0
18.45,Source Verified,19.55,0.18,0,36,18-Mar,3
9.93,Not Verified,9.36,0.82,0,36,18-Feb,0
16.02,Source Verified,11.57,0.74,1,60,18-Jan,1
9.44,Not Verified,10.56,0.71,1,36,18-Feb,1
16.02,Not Verified,34.49,0.71,1,36,18-Jan,0
14.07,Source Verified,22.65,0.68,1,36,18-Feb,2
17.09,Verified,3.47,0.12,0,60,18-Jan,7
12.62,Not Verified,35.95,0.73,0,36,18-Feb,1
16.01,Source Verified,21.44,1.03,0,60,18-Mar,2
10.91,Source Verified,18.56,1.04,0,36,18-Jan,2
16.02,Verified,29.97,0.67,0,60,18-Jan,0
11.98,Not Verified,20.04,0.07,0,36,18-Feb,0
7.35,Source Verified,1.5,0.09,0,36,18-Feb,0
15.04,Not Verified,15,0.71,1,36,18-Feb,1
13.58,Verified,22.64,0.29,1,60,18-Mar,2
7.97,Verified,29.17,0.31,0,36,18-Feb,5
20.39,Verified,94.29,0.84,0,36,18-Feb,4
10.42,Verified,35.16,0.71,0,36,18-Feb,0
7.97,Source Verified,21.98,0.47,0,36,18-Feb,5
9.93,Source Verified,14.94,0.23,0,36,18-Feb,1
19.03,Source Verified,14.05,0.12,0,36,18-Feb,1
10.42,Source Verified,3.6,0.57,0,36,18-Feb,0
7.35,Source Verified,23.72,0.32,0,36,18-Jan,3
15.05,Not Verified,2.98,0,0,60,18-Jan,1
13.59,Source Verified,2.1,0.33,0,36,18-Jan,4
5.31,Verified,4.66,0.02,0,36,18-Mar,2
21.45,Verified,13.54,0.22,0,60,18-Jan,2
26.3,Source Verified,32.71,0.97,0,60,18-Feb,0
6.08,Source Verified,12.44,0.18,0,36,18-Jan,2
18.06,Not Verified,18.23,0.13,0,36,18-Jan,2
7.96,Not Verified,15.07,0.51,1,36,18-Mar,0
20,Not Verified,30.89,0.71,0,36,18-Jan,1
12.61,Source Verified,4.99,0.16,0,36,18-Mar,1
6.08,Not Verified,6.26,0.25,0,36,18-Feb,1
13.58,Not Verified,10.58,0.36,1,36,18-Mar,1
15.05,Verified,30.35,0.75,1,36,18-Feb,0
5.31,Not Verified,18.41,0.09,0,36,18-Mar,0
7.35,Source Verified,17.91,0.11,0,36,18-Jan,4
7.34,Source Verified,11.52,0.44,0,36,18-Mar,6
7.97,Not Verified,13.71,0.48,0,36,18-Feb,6
19.03,Verified,21.9,0.75,0,36,18-Feb,2
16.02,Verified,41.35,0.23,1,60,18-Feb,6
11.98,Source Verified,21.33,0.51,1,36,18-Mar,2
6.08,Verified,4.37,0.02,1,36,18-Feb,5
7.96,Not Verified,28.42,1,0,36,18-Mar,0
13.59,Verified,13.37,0.11,0,36,18-Jan,1
30.79,Verified,27.78,0.83,0,60,18-Jan,0
13.58,Not Verified,28.67,0.85,0,36,18-Feb,4
14.08,Not Verified,30.9,0.77,0,36,18-Feb,1
6.08,Not Verified,27.35,0.33,0,36,18-Jan,6
7.35,Not Verified,23.24,0.5,0,36,18-Jan,1
12.61,Source Verified,24.93,0.62,0,36,18-Mar,0
10.42,Not Verified,12.26,0.74,0,36,18-Feb,1
14.08,Not Verified,30.68,0.27,0,60,18-Feb,1
9.93,Source Verified,15.23,0.15,0,60,18-Feb,4
5.32,Source Verified,13.56,0.13,0,36,18-Jan,1
11.99,Source Verified,6.93,0.91,0,36,18-Feb,1
11.99,Verified,21.76,0.18,0,36,18-Jan,0
10.9,Source Verified,1,1.01,0,36,18-Mar,3
19.03,Verified,20.91,0.55,0,60,18-Jan,1
26.3,Verified,28.44,0.67,0,36,18-Feb,2
6.72,Source Verified,13.68,0.41,0,36,18-Jan,2
14.08,Verified,15.98,0.2,0,60,18-Feb,1
15.05,Not Verified,16.36,0.88,1,36,18-Jan,1
16.02,Source Verified,19.29,0.12,0,60,18-Jan,1
9.93,Verified,22.74,0.18,0,36,18-Feb,3
16.02,Verified,31.92,0.95,0,36,18-Feb,2
10.42,Source Verified,8.95,0.34,0,36,18-Feb,1
15.05,Source Verified,8.96,0.84,0,36,18-Jan,0
7.97,Not Verified,4.7,0.09,1,36,18-Feb,2
9.43,Not Verified,19.65,0.46,0,36,18-Mar,0
13.58,Not Verified,8.97,0.16,0,60,18-Mar,0
15.05,Source Verified,38.93,0.68,0,36,18-Jan,1
13.58,Source Verified,25.83,0.75,0,60,18-Mar,2
7.34,Source Verified,25.29,0.51,0,36,18-Mar,5
13.59,Source Verified,24.53,0.17,0,60,18-Jan,0
11.99,Not Verified,23.81,0.67,0,36,18-Feb,1
21.85,Verified,17.35,0.78,0,60,18-Mar,0
7.35,Not Verified,9.65,0.72,0,36,18-Feb,0
20,Not Verified,31.91,0.61,0,60,18-Feb,3
21.45,Not Verified,19.29,0.23,0,60,18-Jan,2
12.61,Source Verified,16.67,0.29,0,60,18-Mar,2
12.62,Not Verified,19.97,0.17,0,36,18-Jan,3
20.39,Not Verified,25.55,1.02,0,60,18-Mar,0
5.32,Not Verified,22.52,0.45,0,36,18-Jan,0
12.61,Not Verified,32.35,0.62,0,60,18-Mar,0
5.31,Not Verified,9.99,0.16,0,36,18-Mar,0
10.91,Verified,21.12,0.18,0,36,18-Jan,0
15.05,Not Verified,40.5,0.57,0,36,18-Jan,0
10.91,Not Verified,7.19,0.54,0,60,18-Feb,1
17.47,Not Verified,16.13,0.67,0,36,18-Mar,4
7.97,Source Verified,9.06,0.36,0,36,18-Feb,0
7.35,Verified,10.34,0.27,0,36,18-Jan,0
9.44,Source Verified,32.52,0.27,0,36,18-Jan,1
14.07,Verified,12.29,0.52,0,60,18-Mar,0
18.06,Source Verified,38.68,0.22,0,36,18-Feb,2
26.77,Source Verified,36.53,0.18,0,60,18-Mar,15
12.62,Not Verified,15.5,0.11,0,60,18-Jan,0
7.35,Not Verified,21.26,0.37,0,36,18-Jan,1
12.61,Verified,31.53,0.35,0,36,18-Mar,0
5.32,Source Verified,5.71,0.11,0,36,18-Feb,1
12.62,Source Verified,1.79,0.36,0,36,18-Jan,0
9.93,Source Verified,13.73,0.72,0,60,18-Jan,2
19.42,Verified,12.82,0.52,0,36,18-Mar,3
9.92,Source Verified,22.42,0.18,0,60,18-Mar,1
5.31,Source Verified,27.74,0.77,0,36,18-Mar,0
10.41,Not Verified,28.19,0.51,0,36,18-Mar,10
17.47,Source Verified,14.82,0.57,0,36,18-Mar,3
21.45,Verified,25.3,0.87,0,60,18-Jan,0
5.32,Not Verified,3.52,0.17,0,36,18-Jan,1
7.35,Verified,15.46,0.64,0,36,18-Feb,0
9.43,Not Verified,19.73,0.2,0,60,18-Mar,3
12.62,Verified,14.24,0.72,1,36,18-Jan,3
10.41,Source Verified,28.02,0.64,1,36,18-Mar,0
10.42,Not Verified,27.83,0.41,0,36,18-Jan,1
10.41,Not Verified,12.51,0.2,1,60,18-Feb,0
16.01,Verified,24.28,0.18,0,60,18-Feb,6
13.59,Source Verified,18.18,0.1,1,60,18-Feb,3
14.08,Not Verified,11.65,1.12,0,36,18-Feb,1
6.72,Source Verified,0.74,0.09,0,36,18-Feb,0
25.82,Source Verified,22.96,0.84,0,60,18-Feb,12
24.85,Source Verified,23.6,0.26,0,60,18-Feb,1
7.96,Not Verified,10.9,0.09,0,36,18-Mar,5
10.9,Verified,1.77,0.02,0,36,18-Mar,1
7.34,Not Verified,8.37,0.32,0,36,18-Mar,0
16.02,Source Verified,22.64,0.53,0,36,18-Jan,18
10.91,Not Verified,22.08,0.45,0,36,18-Feb,3
11.98,Source Verified,18.38,0.53,0,60,18-Mar,0
11.99,Verified,16.82,0.15,0,60,18-Jan,5
6.07,Not Verified,27.28,0.05,0,36,18-Mar,2
15.05,Verified,69.44,0.31,1,60,18-Jan,0
21.45,Verified,17.73,0.42,0,60,18-Jan,2
6.08,Source Verified,8.32,0.07,0,36,18-Feb,4
12.61,Not Verified,46.32,0.86,0,36,18-Mar,0
10.42,Not Verified,26.72,0.41,0,60,18-Jan,1
6.72,Not Verified,14.98,0.12,0,36,18-Feb,1
14.08,Source Verified,9.64,0.81,1,36,18-Feb,1
6.08,Not Verified,10.77,0.06,0,36,18-Jan,3
7.96,Source Verified,28.4,0.69,1,36,18-Mar,0
16.02,Source Verified,36.89,0.52,0,36,18-Feb,5
19.03,Not Verified,11.88,0.77,0,36,18-Jan,1
7.34,Source Verified,23.48,0.67,0,36,18-Mar,4
7.97,Not Verified,6.76,0.11,0,36,18-Jan,3
17.09,Not Verified,25.31,0.29,0,60,18-Feb,1
9.93,Verified,44.71,0.49,0,60,18-Jan,2
11.98,Not Verified,33.22,0.42,0,60,18-Feb,1
9.44,Source Verified,13.09,0.47,0,60,18-Feb,1
11.98,Source Verified,24.46,1.06,0,36,18-Mar,3
9.93,Verified,30.8,0.68,0,36,18-Jan,0
12.62,Verified,17.38,0.52,1,36,18-Jan,2
15.04,Source Verified,19.22,0.31,0,60,18-Mar,9
19.03,Verified,11.61,0.18,1,60,18-Feb,3
19.03,Not Verified,35.71,0.04,0,60,18-Jan,1
11.98,Verified,10.91,0.37,0,36,18-Mar,2
10.41,Not Verified,9.89,0.3,0,36,18-Feb,4
7.34,Not Verified,12.88,0.09,0,60,18-Mar,4
17.09,Source Verified,2.2,0.36,0,60,18-Feb,4
5.31,Not Verified,19.2,0.46,0,36,18-Mar,1
6.07,Not Verified,6.79,0.04,1,36,18-Mar,4
16.02,Source Verified,13.73,0.13,0,60,18-Feb,0
7.34,Not Verified,24.15,0.6,0,36,18-Mar,1
15.04,Not Verified,15.76,0.18,0,36,18-Mar,6
11.99,Source Verified,10.66,0.34,1,60,18-Jan,5
11.99,Source Verified,19.49,0.77,0,36,18-Jan,0
26.3,Verified,12.25,0.14,1,60,18-Feb,0
6.71,Not Verified,14.46,0.12,0,36,18-Mar,1
13.59,Source Verified,18.86,0.61,1,36,18-Feb,1
20.39,Source Verified,24.08,0.43,0,60,18-Mar,2
5.31,Source Verified,25.92,0.43,0,36,18-Mar,0
6.72,Not Verified,7.38,0.45,0,36,18-Jan,0
19.03,Source Verified,4.74,0.69,0,60,18-Jan,3
12.61,Source Verified,17.14,0.18,0,60,18-Mar,0
16.02,Verified,13.78,0.09,0,36,18-Feb,4
17.09,Source Verified,32.98,0.59,0,36,18-Jan,2
20,Verified,3.3,0.61,0,60,18-Feb,2
12.62,Verified,27.56,0.73,0,60,18-Feb,4
15.05,Not Verified,14.62,0.47,0,60,18-Feb,0
6.71,Source Verified,18.24,0.39,1,36,18-Mar,0
16.02,Verified,19.17,0.14,0,60,18-Feb,1
10.91,Verified,6.18,0.33,0,36,18-Jan,2
7.34,Not Verified,4.94,0.23,0,36,18-Mar,0
14.08,Verified,5.7,0.37,0,36,18-Feb,3
6.72,Not Verified,34.56,0.51,1,36,18-Jan,0
15.05,Source Verified,34.24,0.72,0,60,18-Feb,0
7.35,Source Verified,15.94,0.47,0,36,18-Feb,0
7.97,Source Verified,16.34,0.29,0,36,18-Jan,4
9.43,Source Verified,22.56,0.01,0,36,18-Feb,1
10.9,Source Verified,15.86,0.18,0,36,18-Mar,2
6.72,Not Verified,1.88,0.02,0,36,18-Jan,0
9.93,Verified,44.14,0.66,0,60,18-Feb,0
7.34,Not Verified,8.12,0.09,0,36,18-Mar,0
14.08,Source Verified,16.5,0.15,1,60,18-Feb,4
19.42,Source Verified,12.58,0.56,0,36,18-Mar,0
7.97,Source Verified,7.37,0.06,0,36,18-Feb,0
10.9,Verified,7.78,0.09,0,36,18-Mar,2
9.44,Not Verified,11.15,0.28,1,36,18-Jan,0
10.91,Verified,10.59,0.09,1,36,18-Feb,4
9.43,Verified,35.73,0.32,1,36,18-Mar,8
19.42,Verified,17.91,0.65,0,36,18-Mar,0
24.85,Source Verified,12.92,0.42,0,60,18-Jan,0
12.61,Not Verified,19.54,0.67,0,36,18-Feb,1
13.58,Not Verified,30.66,0.73,0,36,18-Mar,0
21.45,Source Verified,42.29,0.71,1,60,18-Feb,10
12.61,Source Verified,37.43,0.15,1,36,18-Mar,2
13.59,Source Verified,14.59,0.2,0,60,18-Jan,4
21.45,Not Verified,5.98,0.15,0,36,18-Feb,1
16.02,Source Verified,3.79,0.21,0,36,18-Jan,3
15.04,Source Verified,30.19,0.62,0,36,18-Feb,2
10.9,Source Verified,15.91,0.48,0,36,18-Feb,0
13.59,Not Verified,8.02,0.76,0,36,18-Feb,1
12.62,Verified,68.61,0.34,0,36,18-Jan,2
7.97,Source Verified,14.41,0.18,0,36,18-Feb,0
12.62,Source Verified,27.26,0.2,0,36,18-Mar,0
17.09,Verified,15.82,0.15,0,60,18-Jan,1
20,Source Verified,17.41,0.47,0,60,18-Jan,1
19.42,Verified,33.63,0.68,0,60,18-Feb,0
9.44,Not Verified,13.83,0.45,1,36,18-Jan,1
20.39,Source Verified,0,0,0,36,18-Feb,1
17.09,Source Verified,23.3,0.43,1,60,18-Jan,1
10.9,Not Verified,30.36,0.74,0,36,18-Mar,6
16.01,Verified,17.54,0.54,0,36,18-Mar,1
17.09,Source Verified,26.21,0.75,0,60,18-Jan,3
9.93,Not Verified,11.63,0.77,0,60,18-Mar,3
9.43,Source Verified,16.79,0.67,0,36,18-Mar,0
6.72,Not Verified,20,0.09,0,36,18-Jan,2
17.09,Not Verified,23.89,0.39,0,36,18-Feb,4
15.05,Source Verified,27.04,0.23,0,60,18-Feb,5
10.9,Source Verified,18.68,0.24,0,60,18-Mar,2
9.93,Source Verified,7.46,0.44,0,60,18-Jan,3
12.61,Not Verified,29.13,0.77,0,60,18-Mar,0
9.93,Verified,14.67,0.51,0,36,18-Feb,0
15.05,Source Verified,13.07,0.59,0,36,18-Jan,1
6.72,Source Verified,29.25,0.46,0,36,18-Feb,0
9.44,Not Verified,18.28,0.17,0,36,18-Jan,1
25.81,Verified,35.27,0.16,0,60,18-Mar,0
10.42,Not Verified,17.57,0.26,0,60,18-Jan,1
13.59,Not Verified,25.09,0.15,0,36,18-Jan,3
6.72,Not Verified,11.98,0.32,0,36,18-Jan,0
10.9,Verified,18.41,0.3,0,60,18-Mar,4
9.93,Source Verified,20.75,0.08,0,36,18-Feb,0
7.96,Source Verified,26.61,0.18,0,36,18-Mar,6
13.59,Not Verified,3.77,0.73,0,36,18-Feb,0
10.41,Not Verified,12.19,0.43,0,60,18-Mar,1
9.93,Source Verified,4.23,0.13,0,36,18-Feb,4
7.97,Source Verified,20.7,0.67,0,60,18-Jan,0
10.91,Not Verified,14.79,0.26,0,36,18-Jan,2
9.92,Not Verified,27.6,0.85,0,36,18-Mar,4
15.04,Not Verified,10.52,0.69,0,36,18-Mar,0
13.58,Verified,18.26,0.21,1,36,18-Mar,6
15.04,Not Verified,41.94,0.75,0,36,18-Feb,1
7.35,Verified,16.58,0.41,1,36,18-Jan,2
9.93,Not Verified,16.2,0.8,0,36,18-Feb,1
25.82,Source Verified,23.38,0.53,1,36,18-Jan,1
6.07,Not Verified,19.38,0.5,0,36,18-Mar,0
14.08,Source Verified,4.09,0.41,0,36,18-Jan,4
7.97,Verified,2.81,0,0,36,18-Jan,2
10.91,Source Verified,19.29,0.65,0,60,18-Feb,0
11.99,Source Verified,23.47,0.79,0,36,18-Jan,3
6.72,Verified,34.26,0.22,0,36,18-Jan,5
10.41,Not Verified,22.13,0.35,0,36,18-Mar,1
6.71,Source Verified,5.11,0.2,0,36,18-Mar,0
5.31,Source Verified,15.4,0.69,0,36,18-Mar,7
10.9,Source Verified,20.52,0.17,0,36,18-Mar,5
6.71,Not Verified,15.35,0.13,1,36,18-Mar,1
13.59,Source Verified,16.14,0.06,0,36,18-Jan,1
10.91,Source Verified,18.71,0.6,0,36,18-Feb,6
13.59,Source Verified,8.74,0.53,0,36,18-Feb,0
14.07,Not Verified,21.1,0.64,0,36,18-Mar,6
10.42,Verified,3.44,0.01,0,36,18-Jan,1
19.42,Verified,32.17,0.74,0,36,18-Mar,0
16.01,Source Verified,21.62,0.33,0,60,18-Mar,0
9.43,Verified,20.64,0.4,0,36,18-Mar,4
14.07,Source Verified,18.02,0.52,0,36,18-Mar,0
5.32,Not Verified,8.24,0.17,0,36,18-Feb,1
6.72,Not Verified,16.65,0.12,0,36,18-Jan,4
12.61,Verified,26.24,0.15,0,60,18-Feb,3
17.09,Source Verified,45.12,0.32,0,60,18-Jan,5
12.61,Verified,20.82,0.7,1,60,18-Mar,3
14.08,Source Verified,8.76,0.72,0,36,18-Feb,0
17.09,Not Verified,17.7,0.34,0,60,18-Jan,2
6.72,Not Verified,20.27,0.08,0,36,18-Jan,3
9.93,Source Verified,14.79,0.31,0,60,18-Jan,0
10.42,Not Verified,31.3,0.56,0,36,18-Jan,4
9.44,Source Verified,16.5,0.15,0,60,18-Feb,0
5.32,Source Verified,24.47,0.33,0,36,18-Feb,3
13.58,Source Verified,11.03,0.17,0,36,18-Mar,3
6.08,Verified,20.66,0.23,0,36,18-Feb,1
10.91,Not Verified,22.22,0.21,0,60,18-Feb,0
12.61,Verified,20.6,0.27,0,36,18-Mar,2
20.39,Verified,32.52,0.67,0,36,18-Mar,0
12.62,Not Verified,19.09,0.53,0,60,18-Jan,0
19.03,Source Verified,21.48,0.42,0,36,18-Feb,0
7.35,Source Verified,1.8,0.13,0,36,18-Feb,4
12.62,Source Verified,8.01,0.34,0,60,18-Jan,1
6.71,Source Verified,34.51,0.29,0,36,18-Feb,0
10.42,Verified,8.83,0.15,0,36,18-Jan,1
6.07,Not Verified,16.97,0.61,0,36,18-Mar,0
19.42,Source Verified,28.04,0.57,0,60,18-Mar,4
7.34,Not Verified,16.27,0.25,0,36,18-Mar,4
17.09,Not Verified,21.48,0.04,0,36,18-Feb,1
16.01,Source Verified,43.45,0.71,1,36,18-Mar,3
6.08,Source Verified,13.68,0.24,0,36,18-Jan,2
7.34,Not Verified,3.18,0.31,0,36,18-Mar,0
9.43,Verified,23.88,0.58,0,36,18-Mar,1
9.93,Source Verified,8.81,0.09,0,36,18-Feb,8
18.45,Verified,19.91,0.38,0,60,18-Feb,7
10.42,Not Verified,27.84,0.37,0,36,18-Jan,10
15.05,Verified,25.07,0.21,0,60,18-Feb,1
6.08,Not Verified,6.72,0.07,0,36,18-Jan,0
10.42,Not Verified,4.87,0.48,0,36,18-Jan,1
21.85,Not Verified,11.83,0.34,0,36,18-Mar,1
15.05,Not Verified,33.06,0.6,1,60,18-Feb,1
13.59,Verified,20.55,0.53,0,60,18-Feb,3
5.31,Source Verified,10.29,0.06,0,36,18-Mar,1
10.41,Not Verified,6.31,0.3,0,36,18-Mar,0
9.44,Not Verified,16.57,0.21,0,36,18-Jan,3
26.77,Source Verified,28.01,0.17,0,60,18-Mar,5
10.91,Source Verified,9.84,0.56,0,36,18-Jan,4
23.87,Verified,24.21,0.13,0,60,18-Mar,5
11.99,Source Verified,5.41,0.02,0,36,18-Jan,1
6.07,Not Verified,11.14,0.15,0,36,18-Mar,1
14.08,Source Verified,0.95,0.13,0,60,18-Jan,0
9.43,Not Verified,28.46,0.13,0,60,18-Mar,1
18.45,Not Verified,NA,0.27,0,36,18-Mar,1
10.91,Not Verified,18.77,0.69,0,36,18-Jan,1
16.02,Source Verified,18.43,0.19,0,36,18-Jan,12
9.43,Not Verified,7.27,0.14,0,60,18-Mar,0
10.9,Verified,17.89,0.28,0,60,18-Mar,0
17.09,Verified,16.89,0.07,0,36,18-Feb,2
19.03,Source Verified,6.71,0.83,0,60,18-Feb,0
10.91,Verified,16.46,0.17,0,36,18-Feb,1
6.72,Source Verified,22.68,0.25,0,36,18-Jan,0
5.32,Not Verified,23.09,0.75,0,36,18-Feb,2
6.72,Not Verified,11.06,0.44,0,36,18-Feb,3
12.62,Not Verified,18.08,0.11,0,60,18-Feb,3
11.99,Source Verified,20.66,0.64,1,36,18-Feb,2
24.85,Source Verified,6.73,0.03,0,60,18-Mar,2
10.42,Source Verified,24.6,0.44,0,36,18-Feb,5
10.91,Source Verified,21.47,0.54,0,36,18-Feb,2
9.93,Not Verified,32.3,0.59,0,36,18-Jan,1
19.03,Source Verified,21.22,0.82,0,60,18-Jan,1
6.08,Not Verified,27.69,0.4,0,36,18-Jan,0
14.08,Verified,5.54,0.55,0,36,18-Jan,4
12.61,Not Verified,32.74,0.47,0,60,18-Mar,1
6.08,Source Verified,0,0,0,36,18-Feb,7
17.09,Not Verified,25.78,0.65,0,36,18-Jan,2
16.01,Source Verified,13.17,0.24,0,60,18-Mar,2
10.91,Not Verified,8.5,0.16,0,60,18-Feb,1
14.08,Source Verified,33.41,0.67,0,36,18-Jan,0
18.06,Verified,18.05,0.07,0,36,18-Jan,4
15.04,Source Verified,8.62,0.84,0,36,18-Mar,3
15.04,Source Verified,3.44,0.04,0,60,18-Mar,1
10.91,Not Verified,18.09,0.65,0,36,18-Feb,5
10.91,Source Verified,5.57,0.45,0,36,18-Feb,0
19.03,Verified,20.5,0.21,0,60,18-Feb,6
17.09,Not Verified,11.99,0.27,0,60,18-Feb,0
9.93,Not Verified,30.45,0.64,0,60,18-Jan,10
10.9,Not Verified,26.24,0.59,0,36,18-Mar,1
10.9,Not Verified,19.07,0.47,0,36,18-Mar,0
6.72,Source Verified,19.48,0.51,0,36,18-Jan,1
17.09,Verified,14.14,0.56,0,60,18-Jan,0
16.02,Not Verified,39.64,0.15,0,36,18-Feb,2
13.58,Source Verified,18.57,0.12,0,36,18-Mar,1
11.99,Source Verified,10.87,0.19,0,60,18-Feb,2
9.92,Verified,5.21,0.7,0,36,18-Mar,4
6.72,Source Verified,3.21,0.05,0,36,18-Feb,0
12.62,Source Verified,8.24,0.06,0,36,18-Jan,0
11.98,Verified,26.27,0.52,0,60,18-Mar,0
5.32,Not Verified,8.04,0.09,0,36,18-Jan,0
10.9,Verified,26.39,0.63,0,36,18-Mar,4
21.45,Verified,13.73,0.88,1,36,18-Jan,2
16.02,Verified,32.37,0.85,0,36,18-Feb,2
6.07,Source Verified,4.43,0.14,0,36,18-Mar,4
7.35,Source Verified,10.1,0.14,0,36,18-Jan,0
10.91,Not Verified,28.38,0.76,0,36,18-Feb,2
6.72,Source Verified,22.38,0.19,0,36,18-Jan,0
7.97,Verified,4.95,0.06,0,36,18-Feb,12
10.41,Not Verified,31.32,0.58,1,60,18-Mar,0
17.47,Verified,14.19,0.86,0,36,18-Mar,0
16.02,Source Verified,37.67,0.85,0,36,18-Jan,2
9.93,Not Verified,9.96,0.55,0,36,18-Feb,0
16.01,Source Verified,8.25,0.49,0,36,18-Mar,2
16.02,Source Verified,31.22,0.29,0,60,18-Jan,0
12.61,Not Verified,42.74,0.34,0,36,18-Mar,1
7.35,Not Verified,24.08,0.45,0,36,18-Feb,2
25.81,Verified,21.47,0.14,1,60,18-Mar,3
5.31,Source Verified,18.8,0.81,0,36,18-Mar,3
14.08,Not Verified,26.82,0.84,0,60,18-Jan,8
7.35,Not Verified,19.13,0.88,0,36,18-Jan,0
19.03,Source Verified,5.07,0.33,0,36,18-Feb,1
13.58,Verified,20.62,0.75,0,60,18-Mar,0
16.02,Verified,29.16,0.81,0,36,18-Jan,9
13.59,Verified,29.24,0.66,0,60,18-Feb,0
6.08,Source Verified,37.14,0.38,0,36,18-Jan,1
14.08,Source Verified,9.28,0.31,0,60,18-Jan,1
12.61,Source Verified,16.07,0.27,0,60,18-Mar,1
5.32,Not Verified,5.26,0.83,0,36,18-Feb,1
10.91,Source Verified,21.58,0.19,0,36,18-Feb,3
14.08,Verified,22.66,0.45,0,60,18-Jan,2
12.62,Not Verified,16.62,0.19,0,60,18-Jan,0
15.05,Not Verified,15.02,0.5,1,60,18-Jan,1
11.99,Not Verified,22.23,0.09,0,36,18-Jan,1
19.03,Verified,12.95,0.06,0,36,18-Jan,2
10.91,Source Verified,12.6,0.08,0,36,18-Jan,7
13.59,Source Verified,25.56,0.66,0,36,18-Jan,1
19.03,Verified,31.26,0.51,0,36,18-Jan,2
16.01,Source Verified,4.39,0.8,0,36,18-Mar,1
11.99,Verified,18.73,0.12,0,36,18-Jan,3
7.35,Not Verified,24.44,0.39,0,36,18-Jan,1
10.42,Not Verified,7.44,0.74,0,36,18-Feb,0
16.02,Verified,7.38,0.67,0,36,18-Feb,0
9.43,Not Verified,18.33,0.5,1,36,18-Mar,0
9.93,Verified,12.52,0.09,0,60,18-Feb,1
9.43,Not Verified,10.38,0.13,0,60,18-Mar,0
11.99,Not Verified,14.73,0.37,0,60,18-Feb,1
12.61,Not Verified,5.48,0.47,0,36,18-Mar,1
5.31,Not Verified,11.04,0.82,0,36,18-Feb,0
18.06,Verified,24.55,0.26,0,60,18-Feb,1
24.85,Verified,27.1,0.72,1,60,18-Jan,4
14.08,Source Verified,0.5,0.01,0,60,18-Jan,2
21.45,Source Verified,25.6,0.58,0,60,18-Jan,0
15.05,Verified,18.77,0.19,0,60,18-Jan,2
16.01,Verified,17.51,0.82,0,36,18-Mar,1
6.07,Not Verified,11.59,0.12,0,36,18-Mar,1
19.42,Source Verified,14.33,0.42,0,60,18-Mar,3
7.34,Verified,55.11,0.29,0,36,18-Mar,4
6.08,Not Verified,10.35,0.05,0,36,18-Feb,0
16.01,Not Verified,10.9,0.14,0,36,18-Feb,4
10.9,Verified,19.52,0.9,0,36,18-Mar,1
16.01,Not Verified,24.98,0.87,0,36,18-Feb,1
9.44,Not Verified,6.44,0.29,1,36,18-Jan,3
19.03,Not Verified,34.72,0.74,0,60,18-Jan,1
13.59,Verified,64.51,0.83,0,36,18-Feb,2
17.47,Source Verified,22.94,0.56,1,60,18-Mar,1
19.03,Verified,18.92,0.67,0,36,18-Jan,2
14.07,Not Verified,20.53,0.13,0,36,18-Mar,4
16.01,Source Verified,23.77,0.49,0,60,18-Mar,0
10.9,Not Verified,6.31,0.67,3,36,18-Mar,0
15.05,Source Verified,17.71,0.5,0,36,18-Jan,3
13.59,Source Verified,10.14,0.15,0,36,18-Jan,0
9.44,Source Verified,10.11,0.05,0,36,18-Jan,1
9.44,Source Verified,0.43,0,0,60,18-Feb,1
5.32,Not Verified,23.06,0.24,0,36,18-Feb,2
5.31,Not Verified,16.43,0.22,0,36,18-Mar,4
9.92,Not Verified,13.87,0.1,0,60,18-Mar,0
12.62,Not Verified,10.57,0.09,0,60,18-Feb,2
12.61,Not Verified,31.42,0.64,1,36,18-Mar,0
6.08,Source Verified,18.41,0.32,0,36,18-Feb,0
15.05,Source Verified,5.22,0.85,0,60,18-Jan,6
6.71,Not Verified,11.6,0.13,0,36,18-Mar,0
19.03,Not Verified,25.38,0.63,0,36,18-Jan,2
10.42,Source Verified,21.5,0.82,0,60,18-Jan,0
11.99,Source Verified,6.83,0.09,0,60,18-Jan,1
18.06,Source Verified,28.98,0.7,0,60,18-Jan,3
7.34,Not Verified,12.66,0.62,0,36,18-Mar,1
7.34,Source Verified,100.72,0.09,0,36,18-Mar,0
10.91,Not Verified,28.64,0.63,0,36,18-Feb,1
6.71,Source Verified,18.26,0.19,0,36,18-Feb,3
15.05,Not Verified,14.51,0.55,1,36,18-Feb,3
6.71,Source Verified,15,0.51,0,36,18-Mar,3
6.07,Not Verified,6.68,0.08,0,36,18-Mar,0
9.92,Verified,40.64,0.76,0,60,18-Mar,1
18.45,Not Verified,12.96,0.29,0,60,18-Mar,2
7.35,Source Verified,10.97,0.11,0,36,18-Feb,6
7.97,Not Verified,10.11,0.47,0,36,18-Feb,2
9.44,Source Verified,16.26,0.76,0,36,18-Feb,0
13.59,Source Verified,10.13,0.4,1,36,18-Feb,4
18.45,Source Verified,26.17,0.89,0,36,18-Mar,4
12.62,Source Verified,15.96,0.2,0,36,18-Jan,2
15.04,Not Verified,13.68,0.59,0,60,18-Mar,0
10.91,Verified,18.56,0.22,0,36,18-Feb,0
